time,N1
52.85,2266.74
52.9,2268.15
52.95,2269.56
53,2270.97
53.05,2272.38
53.1,2273.78
53.15,2275.19
53.2,2276.6
53.25,2278.01
53.3,2279.42
53.35,2280.83
53.4,2282.23
53.45,2283.64
53.5,2285.05
53.55,2286.46
53.6,2287.87
53.65,2289.28
53.7,2290.68
53.75,2292.09
53.8,2293.5
53.85,2294.91
53.9,2296.32
53.95,2297.73
54,2299.13
54.05,2300.54
54.1,2301.95
54.15,2303.36
54.2,2304.77
54.25,2306.18
54.3,2307.58
54.35,2308.99
54.4,2310.4
54.45,2311.81
54.5,2313.22
54.55,2314.63
54.6,2316.03
54.65,2317.44
54.7,2318.85
54.75,2320.26
54.8,2321.67
54.85,2323.08
54.9,2324.48
54.95,2325.89
55,2327.3
55.05,2328.71
55.1,2330.12
55.15,2331.53
55.2,2332.93
55.25,2334.34
55.3,2335.75
55.35,2337.16
55.4,2338.57
55.45,2339.98
55.5,2341.38
55.55,2342.79
55.6,2344.2
55.65,2345.61
55.7,2347.02
55.75,2348.43
55.8,2349.83
55.85,2351.24
55.9,2352.65
55.95,2354.06
56,2355.47
56.05,2356.88
56.1,2358.28
56.15,2359.69
56.2,2361.1
56.25,2362.51
56.3,2363.92
56.35,2365.33
56.4,2366.73
56.45,2368.14
56.5,2369.55
56.55,2370.96
56.6,2372.37
56.65,2373.78
56.7,2375.18
56.75,2376.59
56.8,2378
56.85,2379.41
56.9,2380.82
56.95,2382.23
57,2383.63
57.05,2385.04
57.1,2386.45
57.15,2387.86
57.2,2389.27
57.25,2390.68
57.3,2392.08
57.35,2393.49
57.4,2394.9
57.45,2396.31
57.5,2397.72
57.55,2399.13
57.6,2400.53
57.65,2401.94
57.7,2403.35
57.75,2404.76
57.8,2406.17
57.85,2407.58
57.9,2408.98
57.95,2410.39
58,2411.8
58.05,2413.21
58.1,2414.62
58.15,2416.03
58.2,2417.43
58.25,2418.84
58.3,2420.25
58.35,2421.66
58.4,2423.07
58.45,2424.48
58.5,2425.88
58.55,2427.29
58.6,2428.7
58.65,2430.11
58.7,2431.52
58.75,2432.93
58.8,2434.33
58.85,2435.74
58.9,2437.15
58.95,2438.56
59,2439.97
59.05,2441.38
59.1,2442.78
59.15,2444.19
59.2,2445.6
59.25,2447.01
59.3,2448.42
59.35,2449.83
59.4,2451.23
59.45,2452.64
59.5,2454.05
59.55,2455.46
59.6,2456.87
59.65,2458.27
59.7,2459.68
59.75,2461.09
59.8,2462.5
59.85,2463.91
59.9,2465.32
59.95,2466.72
60,2468.13
60.05,2469.54
60.1,2470.95
60.15,2472.36
60.2,2473.77
60.25,2475.17
60.3,2476.58
60.35,2477.99
60.4,2479.4
60.45,2480.81
60.5,2482.22
60.55,2483.62
60.6,2485.03
60.65,2486.44
60.7,2487.85
60.75,2489.26
60.8,2490.67
60.85,2492.07
60.9,2493.48
60.95,2494.89
61,2496.3
61.05,2497.71
61.1,2499.12
61.15,2500.52
61.2,2501.93
61.25,2503.34
61.3,2504.75
61.35,2506.16
61.4,2507.57
61.45,2508.97
61.5,2510.38
61.55,2511.79
61.6,2513.2
61.65,2514.61
61.7,2516.01
61.75,2517.42
61.8,2518.83
61.85,2520.24
61.9,2521.65
61.95,2523.06
62,2524.46
62.05,2525.87
62.1,2527.28
62.15,2528.69
62.2,2530.1
62.25,2531.51
62.3,2532.91
62.35,2534.32
62.4,2535.73
62.45,2537.14
62.5,2538.55
62.55,2539.96
62.6,2541.36
62.65,2542.77
62.7,2544.18
62.75,2545.59
62.8,2547
62.85,2548.41
62.9,2549.81
62.95,2551.22
63,2552.63
63.05,2554.04
63.1,2555.45
63.15,2556.85
63.2,2558.26
63.25,2559.67
63.3,2561.08
63.35,2562.49
63.4,2563.9
63.45,2565.3
63.5,2566.71
63.55,2568.12
63.6,2569.53
63.65,2570.94
63.7,2572.35
63.75,2573.75
63.8,2575.16
63.85,2576.57
63.9,2577.98
63.95,2579.39
64,2580.8
64.05,2582.2
64.1,2583.61
64.15,2585.02
64.2,2586.43
64.25,2587.84
64.3,2589.24
64.35,2590.65
64.4,2592.06
64.45,2593.47
64.5,2594.88
64.55,2596.29
64.6,2597.69
64.65,2599.1
64.7,2600.51
64.75,2601.92
64.8,2603.33
64.85,2604.74
64.9,2606.14
64.95,2607.55
65,2608.96
65.05,2610.37
65.1,2611.78
65.15,2613.18
65.2,2614.59
65.25,2616
65.3,2617.41
65.35,2618.82
65.4,2620.23
65.45,2621.63
65.5,2623.04
65.55,2624.45
65.6,2625.86
65.65,2627.27
65.7,2628.68
65.75,2630.08
65.8,2631.49
65.85,2632.9
65.9,2634.31
65.95,2635.72
66,2637.12
66.05,2638.53
66.1,2639.94
66.15,2641.35
66.2,2642.76
66.25,2644.17
66.3,2645.57
66.35,2646.98
66.4,2648.39
66.45,2649.8
66.5,2651.21
66.55,2652.62
66.6,2654.02
66.65,2655.43
66.7,2656.84
66.75,2658.25
66.8,2659.66
66.85,2661.06
66.9,2662.47
66.95,2663.88
67,2665.29
67.05,2666.7
67.1,2668.11
67.15,2669.51
67.2,2670.92
67.25,2672.33
67.3,2673.74
67.35,2675.15
67.4,2676.56
67.45,2677.96
67.5,2679.37
67.55,2680.78
67.6,2682.19
67.65,2683.6
67.7,2685
67.75,2686.41
67.8,2687.82
67.85,2689.23
67.9,2690.64
67.95,2692.05
68,2693.45
68.05,2694.86
68.1,2696.27
68.15,2697.68
68.2,2699.09
68.25,2700.49
68.3,2701.9
68.35,2703.31
68.4,2704.72
68.45,2706.13
68.5,2707.54
68.55,2708.94
68.6,2710.35
68.65,2711.76
68.7,2713.17
68.75,2714.58
68.8,2715.99
68.85,2717.39
68.9,2718.8
68.95,2720.21
69,2721.62
69.05,2723.03
69.1,2724.43
69.15,2725.84
69.2,2727.25
69.25,2728.66
69.3,2730.07
69.35,2731.48
69.4,2732.88
69.45,2734.29
69.5,2735.7
69.55,2737.11
69.6,2738.52
69.65,2739.92
69.7,2741.33
69.75,2742.74
69.8,2744.15
69.85,2745.56
69.9,2746.97
69.95,2748.37
70,2749.78
70.05,2751.19
70.1,2752.6
70.15,2754.01
70.2,2755.41
70.25,2756.82
70.3,2758.23
70.35,2759.64
70.4,2761.05
70.45,2762.46
70.5,2763.86
70.55,2765.27
70.6,2766.68
70.65,2768.09
70.7,2769.5
70.75,2770.9
70.8,2772.31
70.85,2773.72
70.9,2775.13
70.95,2776.54
71,2777.95
71.05,2779.35
71.1,2780.76
71.15,2782.17
71.2,2783.58
71.25,2784.99
71.3,2786.39
71.35,2787.8
71.4,2789.21
71.45,2790.62
71.5,2792.03
71.55,2793.44
71.6,2794.84
71.65,2796.25
71.7,2797.66
71.75,2799.07
71.8,2800.48
71.85,2801.88
71.9,2803.29
71.95,2804.7
72,2806.11
72.05,2807.52
72.1,2808.93
72.15,2810.33
72.2,2811.74
72.25,2813.15
72.3,2814.56
72.35,2815.97
72.4,2817.37
72.45,2818.78
72.5,2820.19
72.55,2821.6
72.6,2823.01
72.65,2824.42
72.7,2825.82
72.75,2827.23
72.8,2828.64
72.85,2830.05
72.9,2831.46
72.95,2832.86
73,2834.27
73.05,2835.68
73.1,2837.09
73.15,2838.5
73.2,2839.91
73.25,2841.31
73.3,2842.72
73.35,2844.13
73.4,2845.54
73.45,2846.95
73.5,2848.35
73.55,2849.76
73.6,2851.17
73.65,2852.58
73.7,2853.99
73.75,2855.39
73.8,2856.8
73.85,2858.21
73.9,2859.62
73.95,2861.03
74,2862.44
74.05,2863.84
74.1,2865.25
74.15,2866.66
74.2,2868.07
74.25,2869.48
74.3,2870.88
74.35,2872.29
74.4,2873.7
74.45,2875.11
74.5,2876.52
74.55,2877.93
74.6,2879.33
74.65,2880.74
74.7,2882.15
74.75,2883.56
74.8,2884.97
74.85,2886.37
74.9,2887.78
74.95,2889.19
75,2890.6
75.05,2892.01
75.1,2893.41
75.15,2894.82
75.2,2896.23
75.25,2897.64
75.3,2899.05
75.35,2900.46
75.4,2901.86
75.45,2903.27
75.5,2904.68
75.55,2906.09
75.6,2907.5
75.65,2908.9
75.7,2910.31
75.75,2911.72
75.8,2913.13
